prefixes
NA
named Rebecca
for The
for The
The Night
Season and
Season and
and Eddie
for The
Goat or
Who is
Who is
Who is
is Sylvia
is Sylvia
Sylvia Paul
its best
performer for
Measure for
at the
at the
the National
Theatre and
Theatre and
and Christopher
award for
award for
award for
for Suddenly
for Suddenly
Suddenly Last
NA
Both the
Both the
the Critics
Circle and
com
com
com Theatregoers
announced on
NA
fans the
fans the
fans the
the Theatregoers
the Theatregoers
Theatregoers Choice
US actor
US actor
actor Christian
actor for
actor for
actor for
for One
for One
One Flew
Over the
Over the
the Cuckoos
NA
NA
Diana
actress for
actress for
actress for
for Suddenly
for Suddenly
Suddenly Last
Last Summer
Last Summer
Last Summer
Summer Dame
Summer Dame
Dame Judi
RSCs Alls
Well That
Well That
That Ends
and The
and The
and The
and The
The History
The History
The History
History Boys
History Boys
Boys Samuel
NA
Uganda bans
Uganda bans
Uganda bans
bans Vagina
bans Vagina
Vagina Monologues
play The
play The
The Vagina
the capital
The
The
The
The Ugandan
The Ugandan
Ugandan Media
NA
with the
with the
the Media
Media Council
Media Council
Media Council
Council Ugandas
Council Ugandas
Ugandas New
liberation MP
liberation MP
MP Kefa
US playwright
US playwright
playwright Eve
word vagina
vagina Ms
performed by
The four
The four
four Ugandan
NA
organiser in
in Uganda
in Uganda
Uganda Sarah
the BBCs
Focus on
NA
this country
NA
on sale
artists including
artists including
including Damien
Hirst and
Hirst and
and Tracey
of the
of the
the Royal
Academy of
Arts annual
such as
such as
as Mario
RCA spokeswoman
RCA spokeswoman
spokeswoman Sue
8am on
6pm on
NA
Ms
since 19
NA
Film director
Film director
director Ken
fashion designer
fashion designer
designer Hussein
and former
Blur guitarist
Blur guitarist
guitarist Graham
NA
of the
of the
the Royal
College of
NA
the RCAs
the RCAs
the RCAs
the RCAs
RCAs Fine
RCAs Fine
RCAs Fine
RCAs Fine
Fine Art
Fine Art
Fine Art
Art Student
Art Student
Student Award
NA
revive theatre
film star
film star
star Liam
party in
party in
in New
to promote
to promote
to promote
promote Belfasts
promote Belfasts
Belfasts Lyric
The
theatre on
theatre on
on Ridgeway
NA
Lyric chairman
Lyric chairman
chairman David
NA
Mr
healthy wealthy
healthy wealthy
wealthy Irish
The
films include
films include
include Schindlers
Schindlers List
Schindlers List
List Michael
Collins and
Collins and
and Star
Wars The
Wars The
The Phantom
said The
life of
life of
of Northern
NA
NA
Mary
NA
like a
everything from
Shakespeare to
Yeats to
The
on the
overlooking the
overlooking the
the River
well as
well as
as Liam
careers of
careers of
of Adrian
Dunbar and
Dunbar and
and Stephen
such as
such as
as Martin
Lynch and
Lynch and
and Gary
NA
to BBC
to BBC
BBC Northern
event at
event at
event at
event at
at New
at New
at New
New Yorks
New Yorks
Yorks SoHo
SoHo House
House Mr
to the
Glens of
screen
screen
Ian
NA
on a
night in
NA
NA
tops awards
have voted
have voted
voted Fergus
of two
of two
of two
two Smarties
two Smarties
Smarties Book
NA
NA
Paul
Stewart and
Stewart and
and Chris
NA
NA
NA
NA
Sally
Sally
Sally
Sally Grindleys
Sally Grindleys
Grindleys Spilled
about a
NA
NA
Biscuit
Bear by
Bear by
by Mini
NA
NA
NA
Fergus
text by
illustrations by
created The
created The
The Edge
the 4Children
the 4Children
4Children Special
NA
NA
Julia
NA
have included
have included
included JK
JK Rowling
JK Rowling
Rowling Jacqueline
Wilson and
Wilson and
and Dick
NA
book wins
won the
won the
won the
won the
the Guardian
the Guardian
the Guardian
Guardian First
Guardian First
First Book
NA
NA
NA
Armand
Armand
Armand Marie
lecturer at
lecturer at
lecturer at
at Londons
at Londons
Londons Imperial
prize for
said judge
said judge
judge Claire
including novelists
including novelists
novelists Hari
Kunzru and
Kunzru and
and Ali
Smith director
Smith director
director Sir
director Sir
Sir Richard
and comedian
and comedian
comedian Alexei
shortlist included
shortlist included
shortlist included
shortlist included
included Susanna
included Susanna
included Susanna
Susanna Clarkes
Susanna Clarkes
Clarkes Jonathan
Strange and
and Mr
the 19th
and The
Places In
In Between
In Between
Between Rory
foot across
impressive about
impressive about
impressive about
about Armand
about Armand
Armand Marie
inquisitiveness said
said Ms
and the
NA
matter of
echoed by
Iris director
Iris director
director Sir
director Sir
Sir Richard
who called
who called
called Marie
NA
winners include
winners include
include White
Teeth by
Teeth by
by Zadie
NA
fashion designer
fashion designer
designer Gianni
auctioned in
auctioned in
in New
York and
NA
works by
works by
by Roy
Roy Lichtenstein
Roy Lichtenstein
Lichtenstein Andy
Warhol and
Warhol and
and Henri
housed at
Versaces sixstorey
Versaces sixstorey
sixstorey New
outside his
serial killer
serial killer
killer Andrew
auction at
and 19th
NA
sale is
sale is
sale is
sale is
is Roy
is Roy
is Roy
Roy Lichtensteins
Roy Lichtensteins
Lichtensteins Blue
NA
NA
Tobias
Tobias Meyer
collection reflects
reflects Mr
NA
of the
such as
such as
as Roy
1980s including
1980s including
including JeanMichel
genius of
Basquiat and
well as
well as
as Francesco
NA
auctions in
auctions in
in New
York in
hammer in
and 23
sale of
NA
star in
Broadway play
Broadway play
Broadway play
play Actor
play Actor
Actor Christian
role of
in the
of The
of The
The Glass
NA
replacing actor
replacing actor
actor Dallas
in the
in the
the Tennessee
NA
given for
by understudy
by understudy
understudy Joey
Collins until
NA
performance in
performance in
performance in
in One
in One
One Flew
Over the
Over the
the Cuckoos
Nest in
Nest in
Nest in
in Londons
in Londons
Londons West
films including
including Heathers
including Heathers
including Heathers
Heathers Robin
Heathers Robin
Robin Hood
Prince of
more recently
Churchill The
Churchill The
The Hollywood
NA
of The
of The
The Glass
begin at
begin at
begin at
begin at
at New
at New
at New
at New
New Yorks
New Yorks
New Yorks
Yorks Ethel
Yorks Ethel
Ethel Barrymore
Theatre on
NA
NA
Philip
plays 15
directed by
directed by
by David
also star
also star
star Jessica
domineering mother
domineering mother
mother Amanda
NA
show for
Reynolds portrait
Reynolds portrait
Reynolds portrait
portrait Sir
portrait Sir
portrait Sir
Sir Joshua
Sir Joshua
Joshua Reynolds
Portrait of
The
The
The Tate
The 18th
exhibition of
shown at
shown at
at Tate
Britain from
NA
NA
Joshua
Reynolds The
Creation of
the 18th
NA
Portrait of
for a
by a
In
2004 the
arrived in
London from
darling of
NA
Sir
at the
at the
the Royal
NA
ballet future
dancers like
dancers like
like Darcey
NA
from the
from the
the Royal
Academy of
be fewer
NA
Dance teacher
Dance teacher
teacher Eve
told BBC
to computers
NA
NA
Hazel
manager from
NA
Ms
school in
NA
NA
at the
at the
at the
at the
the Royal
the Royal
the Royal
the Royal
Ballet
Ballet
Darcey
Bussell and
Bussell and
Bussell and
and Jonathan
and Jonathan
are
for the
for the
for the
the English
the English
English National
told BBC
dancers were
auditions in
decline in
NA
NA
NA
Dame
Dame
Dame Antoinette
launched the
launched the
launched the
launched the
the Fonteyn
the Fonteyn
the Fonteyn
Fonteyn Nureyev
Fonteyn Nureyev
Nureyev Young
NA
help keep
NA
NA
19th century
the US
the US
the US
US National
US National
National Book
NA
NA
Lily
Tucks The
News From
tale about
Paraguayan leader
Paraguayan leader
Paraguayan leader
leader Francisco
leader Francisco
Francisco Solano
and his
presented in
presented in
in New
York on
NA
Childrens author
Childrens author
author Judy
NA
Sales of
NA
NA
NA
NA
honorary winner
honorary winner
winner Stephen
such as
such as
as Philip
Roths The
Roths The
Roths The
The Plot
The Plot
Plot Against
all by
all by
by New
NA
fiction judge
fiction judge
judge Stewart
The
The
The
The National
The National
National Book
awarded to
awarded to
to Kevin
Boyles for
Arc of
a white
the 911
the 911
911 Commission
the 11
NA
NA
Pete
his novel
category was
category was
was Jean
Valentine for
in the
in the
the Mountain
New and
New and
and Collected
UKs
UKs
UKs National
pink The
pink The
The National
NA
made the
treasures like
treasures like
like Raphaels
of the
of the
attraction behind
attraction behind
attraction behind
behind Blackpool
behind Blackpool
Blackpool Pleasure
NA
NA
NA
Charles
Charles
Charles Saumarez
to pre11
NA
NA
Mr
Mr
Mr Saumarez
pedestrianisation of
pedestrianisation of
of Trafalgar
programme of
programme of
of El
El Greco
El Greco
Greco Russian
in the
Age of
Tolstoy and
Raphael From
Urbino to
NA
NA
Mr
Mr
Mr Saumarez
work of
of Caravaggio
Stubbs and
by the
Association of
Association of
Association of
Association of
of Leading
of Leading
of Leading
Leading Visitor
Leading Visitor
Visitor Attractions
increase in
NA
as the
as the
the Tate
and the
and the
and the
the Natural
the Natural
Natural History
reasons some
2004 including
2004 including
including Buckingham
Buckingham Palace
Buckingham Palace
Palace Windsor
Windsor Castle
Windsor Castle
Castle Madame
Tussauds and
Tussauds and
and Alton
NA
Alva director
Alva director
director Robin
Broke said
Visits from
Visits from
from Western
and from
and from
from North
NA
flights to
Britain from
NA
director signs
Warner deal
Warner deal
deal Harry
Potter director
Potter director
director Alfonso
deal with
Hollywood studio
Hollywood studio
studio Warner
according to
The
who directed
who directed
directed Harry
and the
Prisoner of
and smaller
experience with
Alfonso on
Alfonso on
on Harry
Harry Potter
Warner producer
Warner producer
producer Jeff
Robinov told
NA
films include
movie Y
movie Y
movie Y
Y Tu
Y Tu
Tu Mama
woman brought
his brother
screenplay an
NA
will distribute
collaborate with
successfully said
said Mr
film for
film for
for Warner
movie A
movie A
A Little
NA
novel by
novel by
novel by
by Frances
by Frances
Frances Hodgson
Burnett A
Burnett A
A Little
in a
in a
a New
of Y
of Y
of Y
Y Tu
Y Tu
Tu Mama
Mama Tambien
the third
the third
third Harry
NA
NA
Baghdad
of the
of the
the Baghdad
at the
at the
at the
the Rotterdam
the Rotterdam
Rotterdam Film
calls himself
calls himself
himself Salam
weblog about
made by
NA
NA
Baghdad
films about
at the
runs until
NA
writing of
writing of
writing of
of Salam
of Salam
in The
he travelled
to ordinary
screening of
one of
toppling of
toppling of
of Saddam
NA
NA
NA
Director
Director
Director Oday
discarded 1980s
the former
Ministry of
business as
NA
felt by
Iraqis under
NA
has doubled
screen murdered
Dutch filmmaker
Dutch filmmaker
Dutch filmmaker
filmmaker Theo
filmmaker Theo
Theo Van
woman under
NA
NA
Van
stabbed in
his film
NA
vision of
vision of
of Sundance
dark glasses
dark glasses
glasses Robert
crowds at
festival in
festival in
in Park
Park City
NA
twentyfirst year
NA
NA
Redford wanted
NA
festivals like
Slamdance and
week in
week in
in Park
competing for
But
NA
tone explains
NA
mainstream and
but actually
NA
a dedicated
a dedicated
dedicated World
Dramatic and
NA
believes the
is a
the current
NA
topics like
and the
NA
NA
While
NA
predominantly white
Americans comes
But
started the
Sundance TV
NA
be it
be it
it African
African America
NA
DVD review
DVD review
review Harry
and the
Prisoner of
This third
This third
third Harry
NA
earlier films
earlier films
films Alfonso
progression of
the beautiful
the first
year at
that only
only Harry
Ron and
But
teenager and
teenager and
and Daniel
NA
NA
Emma
better as
actors including
actors including
including Gary
Oldman and
Oldman and
and Emma
NA
include a
Magic You
May Have
test and
off after
NA
the first
the first
first Harry
interview with
interview with
with JK
Rowling in
Creating The
Vision and
Conjuring A
NA
NA
Vera
film award
Oscar hopefuls
Oscar hopefuls
hopefuls Mike
Leigh and
Leigh and
and Imelda
the 2004
the 2004
the 2004
the 2004
2004 Evening
2004 Evening
2004 Evening
2004 Evening
Evening Standard
Evening Standard
Evening Standard
Standard British
Standard British
British Film
NA
NA
NA
NA
Vera
Vera
Vera
Drake
film and
NA
winners included
winners included
included Paddy
role in
role in
role in
in Dead
in Dead
Dead Mans
NA
NA
Bridget
Jones The
Edge of
was named
was named
was named
was named
named Evening
named Evening
named Evening
Evening Standard
Evening Standard
Standard Readers
the central
NA
statuette by
statuette by
by Timothy
Spall and
announced by
announced by
by Patrick
at The
Savoy on
NA
NA
Evening
film critic
film critic
critic Derek
said He
The
The
The
The
The Alexander
The Alexander
The Alexander
The Alexander
Alexander Walker
Alexander Walker
Alexander Walker
Walker Special
Walker Special
contribution to
went to
went to
to Tim
Bevan and
Bevan and
and Eric
cochairmen of
cochairmen of
of Working
as My
as My
My Beautiful
Beautiful Laundrette
Beautiful Laundrette
Laundrette Billy
Billy Elliot
About A
A Boy
of The
Dead and
Dead and
and Bridget
Jones The
Edge of
NA
NA
Simon
and cowrote
of the
the 2004
the 2004
the 2004
2004 Peter
2004 Peter
Peter Sellers
Award For
NA
winners included
winners included
included Emily
Blunt and
Blunt and
and Nathalie
named ITV
named ITV
named ITV
named ITV
ITV London
ITV London
ITV London
ITV London
London Most
London Most
London Most
Most Promising
Most Promising
Promising Newcomer
performances in
performances in
in Pawel
story My
Summer of
NA
statuette while
statuette while
while Roger
won the
won the
won the
the Technical
the Technical
Technical Achievement
on The
and The
NA
ceremony included
ceremony included
ceremony included
included Dame
included Dame
Dame Judi
Judi Dench
Judi Dench
Dench Kim
Kim Cattrall
Kim Cattrall
Cattrall Charles
Charles Dance
Charles Dance
Dance Bill
Nighy and
Nighy and
and Colin
hosted by
hosted by
by Jack
on ITV
London on
NA
best film
best film
The
Academy of
Academy of
of Motion
Motion Picture
Arts and
NA
are The
The Aviator
The Aviator
The Aviator
Aviator Million
Aviator Million
Million Dollar
Baby and
NA
on 25
of 31
NA
NA
NA
Director
Director
Director Martin
Scorseses The
Aviator starring
Aviator starring
starring Leonardo
release on
release on
on Christmas
NA
such as
NA
success include
Closer starring
Closer starring
starring Jude
Law and
Law and
and Julia
Julia Roberts
Julia Roberts
Roberts Finding
Neverland with
Neverland with
with Johnny
as author
as author
author JM
Barry and
Kinsey starring
Kinsey starring
starring Liam
sex scientist
sex scientist
scientist Alfred
NA
design engineer
design engineer
engineer Takuo
awarded an
at the
Scientific and
Scientific and
Scientific and
and Technical
and Technical
Technical Awards
on 12
NA
of the
of the
the Sawyer
The main
held in
held in
in Los
on 27
NA
wintry premiere
Hollywood star
Hollywood star
star Tom
was in
was in
was in
in Londons
in Londons
Londons Leicester
premiere of
premiere of
of Polar
The
The
The West
This is
This is
is Leicester
before said
NA
NA
Polar
to meet
to meet
meet Santa
NA
all wearing
NA
NA
the twotime
the twotime
twotime Academy
spirit of
embodied in
embodied in
in Santa
NA
NA
Polar
used in
of the
to bring
technique enables
story and
story and
and Father
directed by
directed by
by Robert
worked with
Hanks on
Hanks on
on Forrest
Gump and
NA
row over
Pirates cannibals
to portray
to portray
to portray
portray Dominicas
portray Dominicas
Dominicas Carib
hit film
of the
NA
NA
NA
NA
Carib
Carib
Carib
Carib Chief
Carib Chief
Chief Charles
talks with
The
government said
film in
The
NA
against early
today said
said Mr
NA
begin in
hundreds of
NA
3 000
island of
NA
NA
Many
NA
Mr
of the
of the
The first
of the
NA
film gongs
comedy starring
comedy starring
starring Paul
for six
for six
for six
six Independent
six Independent
Independent Spirit
of the
on 26
before the
NA
Spanish drama
Spanish drama
drama Maria
Full of
about a
NA
Controversial biopic
Kinsey starring
Kinsey starring
starring Liam
sex researcher
sex researcher
researcher Alfred
NA
directed by
directed by
by Alexander
2002 hit
2002 hit
hit About
Schmidt winning
Schmidt winning
winning Jack
his 12th
his 12th
12th Academy
everything said
Sideways producer
Sideways producer
producer Michael
NA
apiece were
Brother to
the streets
the streets
streets Robbing
Peter and
NA
at the
NA
NA
Walter
acclaimed The
acclaimed The
The Motorcycle
thriller The
Woodsman starring
Woodsman starring
starring Kevin
NA
school comedy
school comedy
comedy Napoleon
Dynamite The
in the
Floor and
Floor and
Floor and
and Garden
and Garden
and starring
Scrubs star
Scrubs star
star Zach
Braff alongside
Braff alongside
alongside Natalie
by actors
by actors
actors Selma
Blair and
Blair and
and Dennis
Quaid in
Quaid in
in Los
Angeles on
NA
ads for
ads for
for Passion
Oscar campaign
Oscar campaign
Oscar campaign
campaign Producer
campaign Producer
Producer Mel
promote The
of the
next years
next years
years Academy
NA
and his
and his
his Icon
Productions partner
Productions partner
partner Bruce
at the
Oscars in
on advertising
But
sent to
NA
hours of
hours of
of Jesus
NA
of the
Academy of
Academy of
Academy of
of Motion
of Motion
Motion Picture
Arts and
NA
NA
Academy president
Academy president
president Frank
Pierson praised
restore the
NA
to actor
to actor
actor Davis
stars including
stars including
including Spike
Spike Lee
Spike Lee
Lee Burt
Reynolds and
Oscar nominee
Oscar nominee
nominee Alan
to actor
to actor
actor Ossie
funeral in
funeral in
in New
NA
Veteran star
Veteran star
star Ossie
died in
on 4
NA
including actress
including actress
actress Ruby
at the
at the
the Riverside
Church on
NA
US president
US president
president Bill
and singer
and singer
singer Harry
of the
of the
the United
States said
said Mr
NA
room in
NA
NA
1950 in
1950 in
1950 in
in No
in No
No Way
Out starring
Out starring
starring Sidney
with director
with director
director Spike
in seven
films including
films including
including Jungle
Jungle Fever
Do The
Do The
The Right
Thing and
NA
NA
Attallah
of activist
of activist
activist Malcolm
delivered by
NA
knew as
knew as
as Uncle
NA
NA
is said
Aviator star
Aviator star
star Alan
NA
anyway added
anyway added
added Burt
Burt Reynolds
TV comedy
TV comedy
comedy Evening
scores of
respects to
fought said
friends with
US actor
US actor
actor Ossie
US actor
US actor
actor Ossie
NA
to actress
to actress
actress Ruby
dead on
room in
room in
in Miami
Miami Beach
NA
NA
NA
Miami
police spokesman
police spokesman
spokesman Bobby
NA
at the
at the
the Shore
hotel in
hotel in
in Miami
the film
NA
Mr
they found
found Mr
NA
NA
Some of
included The
included The
included The
The Joe
The Joe
Joe Louis
Story and
Story and
and Gone
Are the
Are the
own play
own play
play Purlie
in 7
in 7
7 Spike
movies including
movies including
including School
School Daze
Do the
Do the
the Right
Thing and
Thing and
and Jungle
the film
the film
the film
film No
film No
No Way
Out starring
Out starring
starring Sydney
Poitier and
Poitier and
and Ruby
NA
Davis and
together received
together received
received Kennedy
The
The
The
The Actors
The Actors
Actors Equity
statement calling
in the
he and
and Dee
NA
of both
of both
of both
of both
both Martin
both Martin
both Martin
Martin Luther
Martin Luther
Luther King
Jnr and
Jnr and
and Malcolm
NA
NA
Besides
Besides Dee
three children
children Nora
Hasna and
NA
NA
NA
Jugnot tops
actor league
actor league
actor league
actor league
league Actor
league Actor
league Actor
Actor Gerard
Actor Gerard
of the
film The
film The
has beaten
has beaten
beaten Gerard
to become
NA
45m
up by
up by
up by
by Frances
by Frances
Frances Le
In The
In The
In The
The Chorus
The Chorus
Chorus Les
Les Choristes
NA
in 2004
35m
His name
film said
film said
said Le
The
Chorus which
NA
Godzilla star
Godzilla star
star Jean
Reno was
55m
in the
in the
in the
the Oscarnominated
the Oscarnominated
Oscarnominated Hotel
woman on
woman on
on Le
list was
list was
was Audrey
885 000
starred in
starred in
in JeanPierre
Jeunets A
Jeunets A
Jeunets A
Jeunets A
A Very
A Very
A Very
A Very
Very Long
Very Long
Very Long
Very Long
Long Engagement
Long Engagement
Long Engagement
Engagement Un
Engagement Un
Un Long
Dimanche de
costar with
costar with
with Tom
Hanks in
Hanks in
in Ron
Howards The
Howards The
Howards The
The Da
The Da
Da Vinci
The
film at
film at
at Sundays
On
nominee A
nominee A
nominee A
A Very
A Very
Very Long
Engagement in
Engagement in
in Frances
NA
Berlin applauds
Berlin applauds
Berlin applauds
applauds Hotel
applauds Hotel
Hotel Rwanda
Political thriller
Political thriller
thriller Hotel
at the
at the
at the
the Berlin
the Berlin
Berlin Film
Festival on
movies star
movies star
star Don
1 200
during the
competition in
for three
actor for
NA
NA
Sophie
who plays
Cheadles wife
NA
stage at
Berlin by
Berlin by
by Paul
the film
film Mr
who fled
live in
NA
Mr
a prominent
of the
dignitaries including
dignitaries including
including Bill
Clinton the
King of
as the
NA
NA
Hotel
the 55th
the 55th
the 55th
55th Berlin
55th Berlin
Berlin Film
until 20
NA
Sometimes in
feature by
feature by
by Raoul
festivals coveted
Golden and
Golden and
and Silver
exclusively in
Rwanda whereas
Rwanda whereas
whereas Hotel
mostly in
mostly in
in South
made in
NA
have declared
and The
of the
The
The
The
The American
The American
American Film
AFI hailed
AFI hailed
hailed Mel
epic and
epic and
and Michael
filmmakers tossed
The
of actor
of actor
actor Marlon
referring to
referring to
to Marlon
on 1
Before
and After
characters like
characters like
like Stanley
Kowalski and
Kowalski and
and Terry
NA
veteran newscasters
veteran newscasters
newscasters Tom
Tom Brokaw
Tom Brokaw
Brokaw Barbara
news anchor
news anchor
anchor Dan
regulator the
regulator the
regulator the
the Federal
the Federal
Federal Communications
freefall following
freefall following
freefall following
following Janet
following Janet
a live
a live
live Super
performance in
NA
to air
to air
air Steven
Spielbergs film
Spielbergs film
Spielbergs film
film Saving
film Saving
Saving Private
NA
NA
De
box office
Film star
Film star
Film star
star Robert
star Robert
Robert De
of the
of the
the North
his film
Hide and
NA
NA
De
with comedy
Meet The
NA
hopefuls The
The Aviator
The Aviator
The Aviator
Aviator Million
Aviator Million
Million Dollar
Baby and
In
Hide and
and Seek
and Seek
Seek De
NA
it said
it said
said Bruce
at 20th
at 20th
20th Century
NA
NA
NA
NA
Clint
Clint
Clint
Clint
Clint Eastwoods
Clint Eastwoods
Clint Eastwoods
Eastwoods Million
Eastwoods Million
Million Dollar
led the
The
biography of
biography of
of Howard
leads the
NA
bestpicture nominee
NA
top film
top film
film Ice
roadtrip comedy
We There
9m while
9m while
while Coach
NA
were In
were In
were In
In Good
In Good
starring
starring
starring Dennis
Quaid and
Quaid and
Quaid and
Quaid and
and Scarlett
and Scarlett
and Scarlett
and Scarlett
Johansson
Johansson
Racing
Stripes and
Assault on
NA
about the
about the
the Mumbai
NA
the film
the film
film Black
open across
India on
NA
NA
NA
Mumbai
Mumbai
Mumbai High
until 3
NA
NA
Black
by journalist
by journalist
by journalist
journalist S
journalist S
S Hussain
which rocked
on 12
NA
NA
NA
Director
Director
Director Anurag
the movie
movie Mr
Kashyaps lawyer
Kashyaps lawyer
lawyer Mihir
of the
Their lawyer
Their lawyer
lawyer Majeed
the truth
The
one of
NA
Berlin hails
European cinema
this years
this years
this years
years Berlin
years Berlin
Berlin Film
opens on
period epic
Man to
a revitalised
for the
Golden and
Golden and
and Silver
are from
Europe with
NA
Festival director
Festival director
director Dieter
consciousness for
NA
told the
any good
more good
NA
However
However Mr
to the
audiences against
NA
at the
at the
at the
the European
the European
European Film
NA
among them
among them
them Will
Will Smith
Will Smith
Smith Kevin
Spacey and
Spacey and
and Keanu
But
But Mr
had the
had the
the Academy
to 27
NA
moved to
The 10day
until 20
NA
takes over
night mantle
this years
this years
years Academy
of live
NA
by newcomer
by newcomer
newcomer Chris
on 27
NA
on 25
programming across
channels including
channels including
including Sky
Sky News
Sky News
News Sky
and the
and the
the Biography
season of
films on
films on
on Sky
for The
for The
The Academy
Awards said
Awards said
Awards said
Awards said
said Sky
said Sky
said Sky
said Sky
Sky Networks
Sky Networks
Sky Networks
Networks Sophie
Networks Sophie
Sophie Turner
NA
NA
first scooped
2001 when
the 2005
the 2005
2005 Academy
NA
this years
this years
years Academy
Awards are
Awards are
are Martin
Scorseses The
The Aviator
The Aviator
Aviator JeanPierre
Jeunets A
Jeunets A
Jeunets A
A Very
A Very
Very Long
and the
and the
the Ray
Charles biopic
NA
adaptation of
adaptation of
of Lemony
topped the
topped the
the North
chart displacing
A
Series of
Series of
of Unfortunate
Events starring
Events starring
starring Jim
NA
new entry
A
Series of
Series of
of Unfortunate
also stars
Scottish comedian
Scottish comedian
comedian Billy
Connelly while
was remake
of the
eight starring
eight starring
starring Dennis
NA
premiere of
premiere of
of Lemony
Snicket in
London on
grabbed costar
grabbed costar
costar Meryl
her around
her around
around Leicester
NA
by author
by author
author Daniel
wicked uncle
wicked uncle
uncle Count
played by
NA
NA
NA
Director
Director
Director Nairs
Vanity project
film director
film director
director Mira
to make
to make
to make
make William
make William
William Makepeace
Thackerays novel
Thackerays novel
Thackerays novel
novel Vanity
novel Vanity
classics of
scheming 19th
social climber
social climber
climber Becky
film by
film by
by Reese
NA
in a
was offered
was offered
offered Vanity
the studio
the studio
studio Focus
had distributed
had distributed
distributed Monsoon
Monsoon Wedding
told BBC
told BBC
told BBC
BBC World
BBC World
World Services
realising that
realising that
that Vanity
in an
in an
an Irish
school in
NA
debut feature
debut feature
debut feature
feature Salaam
feature Salaam
for the
for the
for the
for the
the Best
the Best
the Best
Best Foreign
Best Foreign
Foreign Language
winner of
winner of
winner of
of Best
of Best
Best First
Feature at
Feature at
Feature at
Cannes
one of
restricted to
she followed
she followed
followed Salaam
Bombay with
Bombay with
with Mississippi
Masala starring
Masala starring
starring Denzel
and The
and The
The Perez
her first
peaked with
peaked with
with Monsoon
won the
won the
the Golden
award at
NA
NA
Nairs
adaptation of
adaptation of
of Vanity
described the
ending with
ending with
with Becky
life in
But
the way
the way
born in
moved to
NA
it was
it was
was Becky
it was
born in
came to
NA
cast an
actress
actress
actress
Reese
Reese
as
as
as Becky
cast are
British or
NA
Thackeray describes
Thackeray describes
describes Becky
NA
NA
NA
part however
But
husband actor
husband actor
actor Ryan
NA
the underfed
the underfed
