General,to the,Election,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
General Election,to the,NA,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Election,the General,NA,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Liberal,NA,Democrat spokeswoman,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Liberal Democrat,NA,spokeswoman for,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Democrat,Liberal,spokeswoman for,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Sandra,for women,Gidley said,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Sandra Gidley,for women,said While,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gidley,women Sandra,said While,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
While,Gidley said,mothers would,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Liberal,pay the,Democrats feel,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberal Democrats,pay the,feel this,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
Democrats,the Liberal,feel this,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
Ms Hewitt,NA,also stressed,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
Hewitt,Ms,also stressed,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
David,But,Frost director,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
David Frost,But,director general,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Frost,But David,director general,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
British,of the,Chambers of,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0
British Chambers,of the,of Commerce,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Chambers,the British,of Commerce,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Commerce,Chambers of,warned that,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
While,NA,the majority,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Further,NA,details of,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Monday,outlined on,NA,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
New,NA,mothers are,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Watchdog,NA,probes email,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Cabinet,details of,Office orders,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabinet Office,details of,orders telling,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Office,of Cabinet,orders telling,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Richard,NA,Thomas totally,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Richard Thomas,NA,totally condemned,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Thomas,Richard,totally condemned,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
January,on 1,NA,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government,NA,guidance said,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mr Thomas,current purpose,said,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Thomas,purpose Mr,said,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Tories,The,and the,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Lib,and the,Dems have,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lib Dems,and the,have questioned,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dems,the Lib,have questioned,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tory,NA,leader Michael,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Michael,Tory leader,Howard has,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Michael Howard,Tory leader,has written,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Howard,leader Michael,has written,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Tony,written to,Blair demanding,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Tony Blair,written to,demanding an,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Blair,to Tony,demanding an,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Monday,On,Lib Dem,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Monday Lib,On,Dem constitutional,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Monday Lib Dem,On,constitutional affairs,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
Lib,On Monday,Dem constitutional,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
Lib Dem,On Monday,constitutional affairs,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
Dem,Monday Lib,constitutional affairs,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
Alan,committee chairman,Beith warned,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Alan Beith,committee chairman,warned that,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Beith,chairman Alan,warned that,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hutton,like the,Inquiry,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hutton Inquiry,like the,NA,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Inquiry,the Hutton,NA,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Freedom,before the,of Information,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Information,Freedom of,Act comes,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Information Act,Freedom of,comes into,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Act,of Information,comes into,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Mr Beith,a coincidence,said,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Beith,coincidence Mr,said,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cabinet,But a,Office spokeswoman,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cabinet Office,But a,spokeswoman said,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Office,a Cabinet,spokeswoman said,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mr Beith,NA,urged the,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Beith,Mr,urged the,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr Thomas,NA,said The,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas,Mr,said The,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Act,The new,of Parliament,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parliament,Act of,makes it,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
Mr Thomas,email said,NA,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Thomas,said Mr,NA,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freedom,The,of Information,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Information,Freedom of,Act will,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Information Act,Freedom of,will cover,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Act,of Information,will cover,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
England,will cover,Wales and,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Wales,cover England,and Northern,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Northern,Wales and,Ireland from,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Northern Ireland,Wales and,from next,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
Ireland,and Northern,from next,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Similar,NA,measures are,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Scotland,time in,NA,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Hewitt,NA,decries career,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Plans,career sexism,to extend,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
Labour,prominent in,election manifesto,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Trade,manifesto the,and Industry,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Industry,Trade and,Secretary has,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Industry Secretary,Trade and,has said,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Secretary,and Industry,has said,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Patricia,NA,Hewitt said,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Patricia Hewitt,NA,said the,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hewitt,Patricia,said the,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ms Hewitt,NA,was speaking,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hewitt,Ms,was speaking,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equal,by the,Opportunities Commission,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equal Opportunities,by the,Commission EOC,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Equal Opportunities Commission,by the,EOC,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Opportunities,the Equal,Commission EOC,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
Opportunities Commission,the Equal,EOC,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
Commission,Equal Opportunities,EOC,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Mothers,NA,can currently,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Ms Hewitt,NA,told the,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
Hewitt,Ms,told the,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Clearly,the seminar,one of,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Ms Hewitt,NA,also announced,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Hewitt,Ms,also announced,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Plans,NA,include funding,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Women,NA,in fulltime,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Equal,to the,Opportunities Commission,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equal Opportunities,to the,Commission EOC,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Equal Opportunities Commission,to the,EOC,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
Opportunities,the Equal,Commission EOC,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Opportunities Commission,the Equal,EOC,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Commission,Equal Opportunities,EOC,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Career,NA,sexism limits,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Earlier,NA,she told,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
Radio,told BBC,4s Today,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
Today,Radio 4s,programme What,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Unfortunately,NA,in some,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Career,NA,sexism is,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
Construction,NA,is even,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Career,NA,sexism goes,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Department,The,for Trade,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Trade,Department for,and Industry,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Industry,Trade and,will also,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Research,NA,conducted by,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Britons,that many,believe the,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Women,NA,hold less,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Labour,NA,chooses Manchester,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
Manchester,Labour chooses,The Labour,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
Labour,Manchester The,Party will,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Labour Party,Manchester The,will hold,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
Party,The Labour,will hold,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Manchester,conference in,and not,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Blackpool,and not,it has,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Labour,ratified by,ruling National,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
National,Labours ruling,Executive Committee,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
National Executive,Labours ruling,Committee in,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
National Executive Committee,Labours ruling,in a,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Executive,ruling National,Committee in,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Executive Committee,ruling National,in a,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Committee,National Executive,in a,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Manchester,has chosen,to host,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Blackpool,NA,will get,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
February,much smaller,spring conference,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Blackpool,rotated between,Bournemouth and,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,between Blackpool,and Brighton,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Brighton,Bournemouth and,NA,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Blackpool,gather in,will be,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Blackpool,return to,but did,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
Bournemouth,following year,hosted the,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brighton,deal for,to host,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
Colin,NA,Asplin Blackpool,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
Colin Asplin,NA,Blackpool Hotel,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1
Asplin,Colin,Blackpool Hotel,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1
Blackpool,Colin Asplin,Hotel Association,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1
Blackpool Hotel,Colin Asplin,Association said,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1
Blackpool Hotel Association,Colin Asplin,said We,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1
Hotel,Asplin Blackpool,Association said,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Hotel Association,Asplin Blackpool,said We,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Association,Blackpool Hotel,said We,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0
Blackpool,back to,NA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Obviously,NA,we have,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Manchester,just hope,can handle,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labour,that the,Party which,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0
Labour Party,that the,which is,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Party,the Labour,which is,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Blackpool,cost to,in terms,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
Manchester,the major,hotels after,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brown,NA,ally rejects,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Budget,ally rejects,spree Chancellor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chancellor,Budget spree,Gordon Browns,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chancellor Gordon,Budget spree,Browns closest,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chancellor Gordon Brown,Budget spree,closest ally,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordon,spree Chancellor,Browns closest,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Gordon Brown,spree Chancellor,closest ally,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brown,Chancellor Gordon,closest ally,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Budget,be a,giveaway on,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
March,on 16,NA,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ed,NA,Balls exchief,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0
Ed Balls,NA,exchief economic,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Balls,Ed,exchief economic,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasury,to the,said there,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr Balls,But,a prospective,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Balls,But Mr,a prospective,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
Labour,a prospective,MP said,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
Sir Digby,speaking as,Jones CBI,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0
Sir Digby Jones,speaking as,CBI director,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Digby,as Sir,Jones CBI,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Digby Jones,as Sir,CBI director,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
Jones,Sir Digby,CBI director,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
